3459	2
3460	0
3461	0
3462	1
3463	1
3464	3
3465	2
3466	2
3467	0
3468	0
3469	1
3470	0
3471	1
3472	0
3473	0
3474	0
3475	0
3476	0
3477	0
3478	0
3479	1
3480	0
3481	0
3482	0
3483	0
3484	0
3485	0
3486	0
3487	0
3488	0
3489	0
3490	0
3491	0
3492	0
3493	0
3494	2
3495	4
3496	0
3497	5
3498	1
3499	0
3500	4
3501	4
3502	2
3503	0
3504	0
3505	2
3506	1
3507	5
3508	1
3509	0
3510	0
3511	0
3512	0
3513	0
3514	0
3515	0
3516	0
3517	0
3518	0
3519	0
3520	2
3521	5
3522	1
3523	1
3524	1
3525	1
3526	2
3527	1
3528	1
3529	0
3530	6
3531	2
3532	0
3533	0
3534	2
3535	4
3536	0
3537	3
3538	1
3539	0
3540	0
3541	0
3542	0
3543	0
3544	0
3545	2
3546	4
3547	0
3548	0
3549	0
3550	0
3551	0
3552	0
3553	3
3554	2
3555	1
3556	0
3557	0
3558	1
3559	3
3560	0
3561	0
3562	0
3563	1
3564	0
3565	0
3566	0
3567	0
3568	0
3569	0
3570	0
3571	0
3572	5
3573	0
3574	5
3575	1
3576	0
3577	1
3578	0
3579	0
3580	0
3581	0
3582	0
3583	3
3584	0
3585	0
3586	4
3587	0
3588	5
3589	0
3590	1
3591	0
3592	0
3593	0
3594	0
3595	0
3596	1
3597	3
3598	0
3599	1
3600	0
3601	1
3602	2
3603	6
3604	0
3605	0
3606	0
3607	0
3608	0
3609	2
3610	1
3611	0
3612	2
3613	0
3614	0
3615	0
3616	0
3617	0
3618	0
3619	0
3620	0
3621	0
3622	2
3623	0
3624	0
3625	0
3626	0
3627	3
3628	0
3629	1
3630	3
3631	0
3632	0
3633	0
3634	0
3635	2
3636	1
3637	3
3638	2
3639	3
3640	0
3641	0
3642	0
3643	0
3644	0
3645	0
3646	0
3647	0
3648	1
3649	0
3650	0
3651	0
3652	0
3653	0
3654	0
3655	0
3656	0
3657	0
3658	0
3659	0
3660	0
3661	0
3662	5
3663	2
3664	2
3665	0
3666	0
3667	0
3668	0
3669	0
