1	5
2	2
3	1
4	3
5	0
6	0
7	2
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	5
16	3
17	2
18	0
19	1
20	3
21	1
22	1
23	0
24	2
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	3
37	0
38	3
39	0
40	0
41	0
42	0
43	0
44	1
45	0
46	1
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	1
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	0
83	1
84	0
85	0
86	0
87	2
88	2
89	3
90	0
91	1
92	0
93	0
94	0
95	1
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	1
115	0
116	1
117	1
118	1
119	0
120	0
121	0
122	0
123	1
124	1
125	0
126	1
127	2
128	0
129	0
130	4
131	0
132	0
133	1
134	0
135	0
136	2
137	0
138	0
139	1
140	0
141	2
142	1
143	1
144	1
145	0
146	0
147	5
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	2
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	1
178	1
179	0
180	0
181	0
182	0
183	6
184	0
185	3
186	0
187	1
188	2
189	0
190	1
191	1
192	2
193	2
194	0
195	0
196	4
197	2
198	0
199	0
200	2
201	0
202	0
203	1
204	1
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	1
217	0
218	0
219	0
220	3
221	0
222	2
223	2
224	4
225	3
226	0
227	1
228	0
229	5
230	0
231	0
232	0
233	1
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	1
242	0
243	1
244	1
245	3
246	0
247	0
248	0
249	0
250	0
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	4
261	1
262	4
263	0
264	0
265	1
266	2
267	0
268	0
269	1
270	0
271	0
272	3
273	0
274	1
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	6
284	5
285	2
286	0
287	1
288	1
289	2
290	0
291	1
292	1
293	0
294	3
295	0
296	2
297	0
298	0
299	1
300	1
301	0
302	0
303	0
304	0
305	0
306	1
307	1
308	0
309	0
310	0
311	0
312	2
313	0
314	0
315	0
316	1
317	0
318	0
319	1
320	0
321	1
322	0
323	0
324	0
325	0
326	0
327	0
328	1
329	1
330	0
331	2
332	1
333	2
334	1
335	0
336	1
337	0
338	0
339	4
340	0
341	2
342	4
343	1
344	4
345	3
346	1
347	1
348	2
349	1
350	1
351	0
352	0
353	1
354	0
355	0
356	0
357	0
358	0
359	1
360	1
361	1
362	0
363	1
364	0
365	0
366	3
367	0
368	2
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	2
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	1
390	1
391	0
392	0
393	1
394	0
395	0
396	0
397	0
398	1
399	0
400	0
401	3
402	2
403	0
404	0
405	1
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	1
418	5
419	0
420	0
421	0
422	0
423	0
424	1
425	0
426	2
427	0
