1	6
2	5
3	5
4	2
5	0
6	0
7	4
8	3
9	0
10	0
11	0
12	0
13	0
14	0
15	5
16	4
17	5
18	3
19	4
20	3
21	6
22	2
23	3
24	4
25	0
26	1
27	0
28	0
29	0
30	0
31	0
32	1
33	0
34	0
35	3
36	2
37	0
38	2
39	2
40	1
41	0
42	0
43	0
44	1
45	0
46	1
47	0
48	1
49	0
50	0
51	0
52	0
53	0
54	0
55	2
56	0
57	0
58	0
59	1
60	0
61	0
62	0
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	1
82	0
83	1
84	1
85	0
86	0
87	3
88	2
89	3
90	0
91	1
92	0
93	0
94	0
95	1
96	0
97	2
98	1
99	1
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	1
114	3
115	0
116	3
117	1
118	1
119	0
120	0
121	0
122	0
123	2
124	2
125	1
126	5
127	3
128	0
129	0
130	5
131	0
132	2
133	4
134	0
135	3
136	4
137	3
138	3
139	1
140	0
141	2
142	1
143	1
144	2
145	0
146	0
147	6
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	4
163	0
164	1
165	1
166	0
167	0
168	2
169	0
170	1
171	0
172	0
173	0
174	1
175	0
176	0
177	2
178	1
179	0
180	1
181	0
182	0
183	6
184	4
185	4
186	4
187	2
188	3
189	3
190	2
191	3
192	2
193	4
194	1
195	1
196	5
197	3
198	1
199	0
200	2
201	0
202	0
203	1
204	1
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	2
217	0
218	0
219	0
220	5
221	1
222	4
223	2
224	6
225	3
226	1
227	2
228	0
229	5
230	0
231	0
232	0
233	3
234	0
235	0
236	0
237	0
238	1
239	1
240	0
241	4
242	1
243	1
244	3
245	5
246	0
247	0
248	0
249	0
250	2
251	1
252	0
253	1
254	0
255	0
256	0
257	2
258	0
259	1
260	6
261	4
262	5
263	2
264	2
265	3
266	1
267	1
268	2
269	2
270	0
271	1
272	4
273	0
274	1
275	0
276	0
277	0
278	0
279	0
280	0
281	1
282	0
283	6
284	6
285	3
286	1
287	4
288	5
289	5
290	1
291	5
292	1
293	1
294	3
295	1
296	4
297	0
298	1
299	3
300	2
301	2
302	1
303	0
304	0
305	0
306	1
307	2
308	0
309	0
310	0
311	0
312	2
313	0
314	0
315	1
316	1
317	0
318	0
319	1
320	0
321	5
322	0
323	0
324	0
325	0
326	1
327	2
328	1
329	1
330	1
331	3
332	3
333	3
334	2
335	1
336	2
337	1
338	0
339	5
340	1
341	2
342	5
343	3
344	6
345	3
346	0
347	2
348	2
349	2
350	2
351	0
352	2
353	2
354	2
355	0
356	0
357	0
358	0
359	2
360	2
361	3
362	0
363	1
364	0
365	0
366	6
367	1
368	3
369	0
370	2
371	0
372	1
373	0
374	0
375	0
376	0
377	0
378	0
379	3
380	1
381	1
382	0
383	0
384	0
385	0
386	2
387	0
388	0
389	1
390	3
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	2
399	0
400	0
401	6
402	5
403	0
404	2
405	2
406	0
407	1
408	0
409	0
410	0
411	2
412	0
413	0
414	1
415	1
416	0
417	1
418	5
419	0
420	3
421	0
422	0
423	0
424	2
425	0
426	5
427	3
428	6
429	3
430	6
431	6
432	6
433	2
434	3
435	0
436	2
437	0
438	3
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	3
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	1
463	0
464	1
465	2
466	0
467	0
468	0
469	1
470	1
471	0
472	0
473	0
474	0
475	0
476	2
477	0
478	1
479	3
480	2
481	1
482	2
483	1
484	2
485	3
486	0
487	0
488	1
489	0
490	2
491	1
492	2
493	0
494	1
495	0
496	1
497	0
498	1
499	0
500	1
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	1
517	0
518	2
519	0
520	2
521	3
522	5
523	6
524	6
525	6
526	2
527	0
528	0
529	1
530	1
531	4
532	5
533	4
534	0
535	1
536	6
537	0
538	0
539	1
540	5
541	2
542	0
543	5
544	0
545	3
546	0
547	1
548	0
549	1
550	0
551	0
552	6
553	0
554	2
555	2
556	1
557	6
558	3
559	4
560	3
561	6
562	5
563	2
564	6
565	3
566	6
567	4
568	5
569	6
570	6
571	2
572	6
573	0
574	0
575	1
576	2
577	2
578	0
579	0
580	6
581	2
582	4
583	5
584	1
585	1
586	2
587	2
588	0
589	3
590	5
591	5
592	5
593	5
594	5
595	6
596	5
597	1
598	0
599	0
600	0
601	0
602	0
603	0
604	1
605	6
